Id,DummyName,LocationType,TimeId,WeatherId,WeatherRatio,WeatherChangeTime
10,Laksy,1,0,0,0,60
10,Laksy,1,0,4,0,60
10,Laksy,1,0,1,0,60
10,Laksy,1,0,2,0,60
10,Laksy,1,1,2,0,60
10,Laksy,1,1,1,0,60
10,Laksy,1,1,4,0,60
10,Laksy,1,1,0,0,60
10,Laksy,1,2,0,0,60
10,Laksy,1,2,4,0,60
10,Laksy,1,2,1,0,60
10,Laksy,1,2,2,0,60
10,Laksy,1,3,2,0,60
10,Laksy,1,3,1,0,60
10,Laksy,1,3,4,0,60
10,Laksy,1,3,0,0,60
50500,Crystal Valley<5-5>,2,0,3,0,60
50500,Crystal Valley<5-5>,2,0,1,0,60
50500,Crystal Valley<5-5>,2,0,2,0,60
50500,Crystal Valley<5-5>,2,0,0,100,60
50500,Crystal Valley<5-5>,2,1,0,100,60
50500,Crystal Valley<5-5>,2,1,1,0,60
50500,Crystal Valley<5-5>,2,1,3,0,60
50500,Crystal Valley<5-5>,2,1,2,0,60
50500,Crystal Valley<5-5>,2,2,2,0,60
50500,Crystal Valley<5-5>,2,2,3,0,60
50500,Crystal Valley<5-5>,2,2,1,0,60
50500,Crystal Valley<5-5>,2,2,0,100,60
50500,Crystal Valley<5-5>,2,3,1,0,60
50500,Crystal Valley<5-5>,2,3,3,0,60
50500,Crystal Valley<5-5>,2,3,2,0,60
50500,Crystal Valley<5-5>,2,3,0,100,60
50501,Crystal Mountain South,2,0,1,0,60
50501,Crystal Mountain South,2,0,3,0,60
50501,Crystal Mountain South,2,0,2,0,60
50501,Crystal Mountain South,2,0,0,100,60
50501,Crystal Mountain South,2,1,0,100,60
50501,Crystal Mountain South,2,1,2,0,60
50501,Crystal Mountain South,2,1,3,0,60
50501,Crystal Mountain South,2,1,1,0,60
50501,Crystal Mountain South,2,2,3,0,60
50501,Crystal Mountain South,2,2,2,0,60
50501,Crystal Mountain South,2,2,1,0,60
50501,Crystal Mountain South,2,2,0,100,60
50501,Crystal Mountain South,2,3,0,100,60
50501,Crystal Mountain South,2,3,1,0,60
50501,Crystal Mountain South,2,3,2,0,60
50501,Crystal Mountain South,2,3,3,0,60
50600,Crystal Valley<5-6>,2,0,0,100,60
50600,Crystal Valley<5-6>,2,0,1,0,60
50600,Crystal Valley<5-6>,2,0,3,0,60
50600,Crystal Valley<5-6>,2,0,2,0,60
50600,Crystal Valley<5-6>,2,1,2,0,60
50600,Crystal Valley<5-6>,2,1,3,0,60
50600,Crystal Valley<5-6>,2,1,1,0,60
50600,Crystal Valley<5-6>,2,1,0,100,60
50600,Crystal Valley<5-6>,2,2,0,100,60
50600,Crystal Valley<5-6>,2,2,3,0,60
50600,Crystal Valley<5-6>,2,2,2,0,60
50600,Crystal Valley<5-6>,2,2,1,0,60
50600,Crystal Valley<5-6>,2,3,1,0,60
50600,Crystal Valley<5-6>,2,3,2,0,60
50600,Crystal Valley<5-6>,2,3,3,0,60
50600,Crystal Valley<5-6>,2,3,0,100,60
50601,Crystal Coast,2,0,0,70,60
50601,Crystal Coast,2,0,1,0,60
50601,Crystal Coast,2,0,3,30,60
50601,Crystal Coast,2,0,2,0,60
50601,Crystal Coast,2,1,2,0,60
50601,Crystal Coast,2,1,3,30,60
50601,Crystal Coast,2,1,1,0,60
50601,Crystal Coast,2,1,0,70,60
50601,Crystal Coast,2,2,0,70,60
50601,Crystal Coast,2,2,3,30,60
50601,Crystal Coast,2,2,2,0,60
50601,Crystal Coast,2,2,1,0,60
50601,Crystal Coast,2,3,1,0,60
50601,Crystal Coast,2,3,2,0,60
50601,Crystal Coast,2,3,3,30,60
50601,Crystal Coast,2,3,0,70,60
50602,Crystal Mountain North,2,0,2,0,60
50602,Crystal Mountain North,2,0,0,70,60
50602,Crystal Mountain North,2,0,3,30,60
50602,Crystal Mountain North,2,0,1,0,60
50602,Crystal Mountain North,2,1,1,0,60
50602,Crystal Mountain North,2,1,3,30,60
50602,Crystal Mountain North,2,1,0,70,60
50602,Crystal Mountain North,2,1,2,0,60
50602,Crystal Mountain North,2,2,2,0,60
50602,Crystal Mountain North,2,2,3,30,60
50602,Crystal Mountain North,2,2,0,70,60
50602,Crystal Mountain North,2,2,1,0,60
50602,Crystal Mountain North,2,3,1,0,60
50602,Crystal Mountain North,2,3,0,70,60
50602,Crystal Mountain North,2,3,3,30,60
50602,Crystal Mountain North,2,3,2,0,60
50603,Crystal Mountain Summit,2,0,0,70,60
50603,Crystal Mountain Summit,2,0,1,0,60
50603,Crystal Mountain Summit,2,0,3,30,60
50603,Crystal Mountain Summit,2,0,2,0,60
50603,Crystal Mountain Summit,2,1,2,0,60
50603,Crystal Mountain Summit,2,1,3,30,60
50603,Crystal Mountain Summit,2,1,1,0,60
50603,Crystal Mountain Summit,2,1,0,70,60
50603,Crystal Mountain Summit,2,2,0,70,60
50603,Crystal Mountain Summit,2,2,3,30,60
50603,Crystal Mountain Summit,2,2,2,0,60
50603,Crystal Mountain Summit,2,2,1,0,60
50603,Crystal Mountain Summit,2,3,1,0,60
50603,Crystal Mountain Summit,2,3,2,0,60
50603,Crystal Mountain Summit,2,3,3,30,60
50603,Crystal Mountain Summit,2,3,0,70,60
50604,Crystal Mining Camp,2,0,2,0,60
50604,Crystal Mining Camp,2,0,3,30,60
50604,Crystal Mining Camp,2,0,0,70,60
50604,Crystal Mining Camp,2,0,1,0,60
50604,Crystal Mining Camp,2,1,1,0,60
50604,Crystal Mining Camp,2,1,0,70,60
50604,Crystal Mining Camp,2,1,3,30,60
50604,Crystal Mining Camp,2,1,2,0,60
50604,Crystal Mining Camp,2,2,2,0,60
50604,Crystal Mining Camp,2,2,0,70,60
50604,Crystal Mining Camp,2,2,3,30,60
50604,Crystal Mining Camp,2,2,1,0,60
50604,Crystal Mining Camp,2,3,1,0,60
50604,Crystal Mining Camp,2,3,3,30,60
50604,Crystal Mining Camp,2,3,0,70,60
50604,Crystal Mining Camp,2,3,2,0,60
50700,Veiled Island,2,0,0,0,60
50700,Veiled Island,2,0,1,0,60
50700,Veiled Island,2,0,4,100,60
50700,Veiled Island,2,0,2,0,60
50700,Veiled Island,2,1,2,0,60
50700,Veiled Island,2,1,1,0,60
50700,Veiled Island,2,1,4,100,60
50700,Veiled Island,2,1,0,0,60
50700,Veiled Island,2,2,0,0,60
50700,Veiled Island,2,2,4,100,60
50700,Veiled Island,2,2,1,0,60
